case,prediction
26713,3.03E-01
26714,9.98E-01
26715,2.43E-01
26716,8.91E-01
26717,6.93E-01
26718,9.85E-01
26719,9.97E-01
26720,9.26E-02
26721,1.49E-02
26722,8.50E-01
26723,8.62E-01
26724,8.98E-01
26725,9.69E-01
26726,1.25E-01
26727,9.06E-02
26728,9.71E-01
26729,7.75E-01
26730,9.77E-01
26731,4.24E-01
26732,8.62E-01
26733,9.93E-01
26734,1.27E-02
26735,5.78E-01
26736,9.99E-01
26737,9.99E-01
26738,9.99E-01
26739,9.76E-01
26740,9.82E-01
26741,8.60E-01
26742,1.08E-01
26743,3.69E-01
26744,9.82E-01
26745,9.06E-01
26746,9.68E-01
26747,7.83E-01
26748,9.99E-01
26749,9.98E-01
26750,8.00E-01
26751,8.94E-01
26752,9.74E-01
26753,4.08E-03
26754,1.73E-02
26755,3.14E-02
26756,5.53E-02
26757,2.34E-02
26758,9.98E-01
26759,8.20E-01
26760,6.64E-03
26761,9.84E-01
26762,9.97E-01
26763,9.89E-01
26764,9.83E-01
26765,9.97E-01
26766,9.95E-01
26767,7.61E-01
26768,8.84E-01
26769,9.36E-01
26770,2.50E-03
26771,2.12E-01
26772,9.59E-01
26773,6.30E-02
26774,1.29E-01
26775,9.90E-01
26776,9.98E-01
26777,9.25E-01
26778,9.24E-01
26779,2.25E-02
26780,9.99E-01
26781,9.77E-01
26782,3.86E-01
26783,9.98E-01
26784,9.95E-01
26785,4.97E-01
26786,9.98E-01
26787,9.97E-01
26788,9.98E-01
26789,9.97E-01
26790,9.95E-01
26791,9.96E-01
26792,5.16E-01
26793,1.36E-02
26794,9.85E-01
26795,9.77E-01
26796,9.86E-01
26797,3.74E-01
26798,9.97E-01
26799,2.20E-03
26800,3.88E-01
26801,7.34E-01
26802,5.03E-01
26803,9.97E-01
26804,9.92E-01
26805,9.98E-01
26806,9.64E-01
26807,9.47E-01
26808,5.46E-01
26809,9.68E-03
26810,2.29E-03
26811,9.97E-01
26812,3.49E-02
26813,4.40E-03
26814,9.99E-01
26815,2.12E-02
26816,9.97E-01
26817,9.84E-03
26818,8.08E-01
26819,9.99E-01
26820,9.99E-01
26821,9.94E-01
26822,9.41E-02
26823,9.97E-01
26824,9.98E-01
26825,9.60E-01
26826,9.12E-01
26827,9.97E-01
26828,9.94E-01
26829,9.87E-01
26830,4.89E-01
26831,4.43E-03
26832,6.91E-03
26833,6.16E-02
26834,8.04E-02
26835,8.61E-01
26836,1.37E-02
26837,4.15E-03
26838,9.99E-01
26839,2.10E-02
26840,2.29E-03
26841,2.88E-01
26842,1.86E-02
26843,9.99E-01
26844,2.34E-02
26845,7.81E-01
26846,9.55E-01
26847,7.90E-03
26848,5.87E-03
26849,9.99E-01
26850,4.83E-02
26851,2.62E-03
26852,1.85E-02
26853,4.99E-03
26854,9.89E-01
26855,1.02E-02
26856,1.20E-02
26857,1.62E-02
26858,1.31E-02
26859,8.89E-01
26860,2.00E-03
26861,5.46E-03
26862,7.24E-03
26863,9.98E-01
26864,8.31E-01
26865,4.95E-03
26866,8.25E-01
26867,3.37E-03
26868,4.85E-02
26869,7.31E-01
26870,8.79E-04
26871,6.52E-03
26872,3.74E-03
26873,1.07E-03
26874,3.19E-03
26875,6.76E-03
26876,1.95E-03
26877,1.22E-01
26878,1.42E-03
26879,2.99E-04
26880,6.82E-03
26881,1.36E-02
26882,1.88E-03
26883,4.05E-03
26884,8.61E-03
26885,1.81E-02
26886,1.64E-03
26887,1.36E-02
26888,8.68E-03
26889,4.98E-02
26890,1.34E-02
26891,1.16E-03
26892,6.14E-01
26893,1.20E-02
26894,4.86E-02
26895,3.40E-02
26896,1.16E-02
26897,3.28E-01
26898,8.90E-03
26899,2.80E-02
26900,8.38E-03
26901,3.20E-03
26902,5.16E-02
26903,1.11E-02
26904,1.29E-02
26905,1.76E-02
26906,1.06E-01
26907,2.87E-02
26908,3.01E-03
26909,1.60E-01
26910,1.49E-02
26911,1.39E-03
26912,1.43E-02
26913,5.34E-03
26914,1.27E-03
26915,2.25E-01
26916,4.71E-03
26917,3.55E-01
26918,6.81E-03
26919,3.24E-03
26920,9.66E-03
26921,2.14E-03
26922,3.24E-02
26923,4.13E-03
26924,1.91E-02
26925,4.00E-02
26926,7.86E-04
26927,1.52E-02
26928,3.27E-03
26929,4.91E-03
26930,4.74E-03
26931,2.03E-03
26932,4.21E-02
26933,4.48E-04
26934,1.02E-01
26935,1.73E-03
26936,7.01E-02
26937,1.32E-02
26938,4.53E-03
26939,4.47E-03
26940,9.67E-04
26941,2.32E-03
26942,6.56E-03
26943,1.34E-02
26944,7.58E-03
26945,7.61E-03
26946,8.77E-03
26947,1.86E-02
26948,1.11E-03
26949,1.46E-03
26950,1.09E-01
26951,3.33E-03
26952,4.20E-03
26953,6.67E-03
26954,8.93E-03
26955,1.09E-03
26956,3.74E-02
26957,2.60E-02
26958,3.02E-03
26959,6.38E-04
26960,1.58E-01
26961,5.93E-03
26962,2.57E-02
26963,9.84E-02
26964,1.78E-02
26965,4.77E-03
26966,2.96E-02
26967,7.54E-02
26968,3.70E-03
26969,6.49E-04
26970,9.58E-03
26971,3.36E-03
26972,1.06E-02
26973,4.07E-03
26974,8.93E-03
26975,5.80E-02
26976,5.20E-03
26977,7.29E-03
26978,3.14E-03
26979,6.72E-03
26980,8.07E-04
26981,6.48E-03
26982,1.25E-03
26983,3.42E-03
26984,6.49E-04
26985,2.17E-01
26986,3.48E-02
26987,9.17E-04
26988,1.76E-03
26989,6.65E-03
26990,3.31E-03
26991,1.10E-02
26992,5.75E-03
26993,5.76E-03
26994,3.72E-03
26995,4.29E-03
26996,1.67E-02
26997,1.21E-03
26998,7.74E-04
26999,1.60E-03
27000,3.38E-02
27001,1.46E-02
27002,4.21E-04
27003,1.41E-02
27004,9.21E-01
27005,5.03E-02
27006,1.86E-01
27007,7.52E-03
27008,5.79E-02
27009,8.52E-03
27010,1.95E-03
27011,1.73E-03
27012,1.57E-03
27013,4.66E-03
27014,9.04E-01
27015,2.74E-04
27016,1.56E-02
27017,5.19E-01
27018,2.08E-03
27019,2.39E-02
27020,3.82E-03
27021,3.38E-03
27022,2.42E-02
27023,2.17E-02
27024,2.08E-03
27025,1.76E-01
27026,6.98E-02
27027,1.50E-03
27028,1.97E-01
27029,1.40E-02
27030,5.38E-03
27031,1.25E-03
27032,5.43E-03
27033,3.47E-02
27034,2.38E-01
27035,5.79E-03
27036,6.24E-03
27037,9.95E-03
27038,5.16E-02
27039,3.20E-03
27040,5.43E-03
27041,2.75E-03
27042,9.51E-03
27043,7.12E-04
27044,8.22E-03
27045,1.65E-03
27046,9.78E-03
27047,9.68E-02
27048,2.56E-03
27049,4.96E-03
27050,9.91E-03
27051,2.04E-02
27052,2.82E-01
27053,1.56E-02
27054,2.46E-03
27055,6.52E-03
27056,3.56E-01
27057,8.02E-03
27058,5.50E-02
27059,4.05E-03
27060,1.58E-03
27061,7.43E-02
27062,5.37E-03
27063,2.83E-03
27064,1.43E-03
27065,1.27E-02
27066,4.29E-03
27067,3.77E-03
27068,2.79E-02
27069,5.29E-03
27070,7.67E-02
27071,3.15E-02
27072,1.06E-03
27073,1.43E-03
27074,6.09E-03
27075,3.14E-02
27076,1.38E-01
27077,3.66E-03
27078,5.19E-02
27079,6.83E-02
27080,4.23E-02
27081,8.31E-03
27082,4.02E-03
27083,3.81E-03
27084,2.09E-01
27085,6.71E-04
27086,1.32E-03
27087,1.65E-03
27088,2.14E-02
27089,1.26E-02
27090,8.12E-04
27091,9.02E-02
27092,1.28E-02
27093,1.49E-01
27094,1.27E-03
27095,2.02E-02
27096,9.60E-01
27097,5.82E-02
27098,7.09E-02
27099,1.92E-02
27100,3.77E-03
27101,1.14E-01
27102,2.14E-03
27103,1.59E-02
27104,3.63E-02
27105,3.36E-02
27106,2.16E-03
27107,2.66E-03
27108,6.01E-02
27109,1.09E-02
27110,4.88E-01
27111,6.39E-03
27112,7.10E-03
27113,4.48E-02
27114,2.25E-03
27115,8.04E-02
27116,7.96E-01
27117,2.09E-02
27118,3.87E-02
27119,7.90E-02
27120,5.47E-04
27121,1.11E-02
27122,6.88E-03
27123,1.32E-03
27124,9.98E-01
27125,3.02E-02
27126,1.25E-03
27127,1.29E-02
27128,1.92E-02
27129,4.62E-02
27130,2.16E-02
27131,9.98E-01
27132,2.67E-03
27133,6.57E-02
27134,2.95E-02
27135,5.83E-03
27136,6.02E-03
27137,7.42E-01
27138,8.02E-03
27139,1.38E-01
27140,7.81E-03
27141,9.98E-01
27142,9.87E-01
27143,7.50E-01
27144,9.97E-01
27145,4.68E-02
27146,3.25E-03
27147,9.98E-01
27148,9.99E-01
27149,9.95E-01
27150,9.99E-01
27151,9.89E-01
27152,2.28E-01
27153,8.39E-03
27154,9.96E-01
27155,6.42E-03
27156,4.22E-01
27157,7.98E-01
27158,4.52E-02
27159,7.88E-01
27160,3.39E-03
27161,2.52E-01
27162,7.24E-01
27163,9.99E-01
27164,9.98E-01
27165,8.82E-01
27166,9.64E-01
27167,3.73E-01
27168,3.15E-02
27169,9.94E-01
27170,9.59E-01
27171,9.99E-01
27172,6.85E-03
27173,9.65E-01
27174,9.99E-01
27175,2.22E-01
27176,9.98E-01
27177,9.98E-01
27178,8.68E-01
27179,1.36E-01
27180,9.44E-03
27181,3.71E-03
27182,1.20E-01
27183,4.37E-01
27184,2.65E-01
27185,9.99E-01
27186,9.95E-01
27187,2.51E-02
27188,2.65E-03
27189,1.46E-03
27190,9.97E-01
27191,2.12E-03
27192,2.44E-02
27193,9.67E-01
27194,8.44E-01
27195,6.02E-04
27196,5.39E-02
27197,8.15E-02
27198,9.98E-01
27199,9.53E-01
27200,8.96E-01
27201,1.79E-02
27202,9.56E-01
27203,3.11E-02
27204,9.99E-01
27205,3.28E-02
27206,7.91E-02
27207,5.96E-02
27208,2.66E-02
27209,9.96E-01
27210,9.98E-01
27211,5.15E-01
27212,9.95E-01
27213,9.64E-01
27214,1.30E-01
27215,2.53E-01
27216,9.98E-01
27217,9.10E-01
27218,9.71E-01
27219,9.90E-01
27220,9.49E-02
27221,9.97E-01
27222,9.71E-01
27223,9.99E-01
27224,9.93E-01
27225,9.97E-01
27226,4.38E-03
27227,7.04E-02
27228,9.73E-01
27229,5.65E-03
27230,2.18E-01
27231,8.72E-01
27232,9.50E-01
27233,9.96E-01
27234,9.78E-01
27235,9.94E-01
27236,9.79E-01
27237,9.84E-01
27238,9.92E-01
27239,9.72E-01
27240,9.87E-01
27241,2.94E-03
27242,1.34E-02
27243,9.87E-01
27244,4.03E-03
27245,6.59E-01
27246,8.91E-01
27247,7.91E-01
27248,8.28E-01
27249,3.63E-01
27250,9.98E-01
27251,9.40E-01
27252,2.43E-02
27253,7.42E-01
27254,1.94E-01
27255,1.67E-01
27256,4.72E-03
27257,1.70E-02
27258,9.94E-01
27259,9.99E-01
27260,9.93E-01
27261,9.89E-01
27262,1.35E-01
27263,9.90E-01
27264,9.92E-01
27265,9.92E-01
27266,9.98E-01
27267,9.81E-01
27268,9.82E-01
27269,3.73E-02
27270,7.88E-01
27271,9.85E-01
27272,9.56E-01
27273,9.12E-01
27274,9.99E-01
27275,4.01E-02
27276,8.40E-01
27277,9.98E-01
27278,9.98E-01
27279,9.79E-01
27280,5.00E-01
27281,9.97E-01
27282,9.99E-01
27283,4.02E-03
27284,1.23E-01
27285,9.89E-01
27286,9.93E-01
27287,7.82E-01
27288,9.92E-01
27289,9.84E-01
27290,5.99E-01
27291,6.69E-01
27292,9.17E-01
27293,9.26E-01
27294,8.03E-01
27295,9.96E-01
27296,7.47E-01
27297,9.89E-01
27298,7.59E-03
27299,9.25E-01
27300,9.97E-01
27301,9.42E-01
27302,9.56E-01
27303,5.10E-03
27304,9.55E-01
27305,5.48E-01
27306,9.96E-01
27307,9.98E-01
27308,4.35E-01
27309,9.71E-01
27310,3.37E-01
27311,9.66E-01
27312,2.11E-02
27313,9.98E-01
27314,8.14E-01
27315,9.87E-01
27316,3.50E-03
27317,3.26E-03
27318,8.94E-01
27319,9.77E-01
27320,6.97E-01
27321,8.53E-01
27322,9.66E-01
27323,9.93E-01
27324,2.89E-01
27325,2.89E-01
27326,9.94E-01
27327,7.29E-02
27328,2.99E-01
27329,9.26E-01
27330,9.27E-01
27331,9.65E-01
27332,2.63E-01
27333,9.89E-01
27334,1.64E-01
27335,2.44E-03
27336,9.98E-01
27337,8.46E-01
27338,9.94E-01
27339,9.49E-01
27340,9.96E-01
27341,9.98E-01
27342,9.36E-01
27343,6.74E-01
27344,8.93E-01
27345,9.62E-01
27346,1.09E-01
27347,4.42E-01
27348,9.99E-01
27349,9.95E-01
27350,9.99E-01
27351,9.89E-01
27352,9.90E-01
27353,1.30E-02
27354,9.17E-01
27355,9.97E-01
27356,8.51E-01
27357,4.55E-02
27358,9.78E-01
27359,9.98E-01
27360,9.98E-01
27361,3.05E-02
27362,9.97E-01
27363,6.70E-01
27364,5.48E-01
27365,8.26E-01
27366,7.54E-02
27367,7.41E-01
27368,9.93E-01
27369,9.98E-01
27370,7.94E-01
27371,7.68E-03
27372,9.99E-01
27373,9.99E-01
27374,9.60E-01
27375,9.89E-01
27376,9.99E-01
27377,9.71E-01
27378,2.93E-02
27379,9.98E-01
27380,8.94E-01
27381,9.99E-01
27382,9.95E-01
27383,3.72E-01
27384,4.83E-02
27385,9.73E-01
27386,1.78E-01
27387,9.98E-01
27388,6.49E-02
27389,9.99E-01
27390,9.99E-01
27391,9.79E-01
27392,8.95E-01
27393,3.03E-01
27394,9.87E-01
27395,1.39E-01
27396,1.04E-01
27397,1.08E-01
27398,9.99E-01
27399,4.30E-01
27400,1.78E-03
27401,3.62E-02
27402,8.50E-01
27403,9.98E-01
27404,9.94E-01
27405,7.87E-03
27406,2.29E-01
27407,3.83E-02
27408,3.21E-02
27409,5.85E-01
27410,9.99E-01
27411,3.71E-01
27412,1.57E-01
27413,9.99E-01
27414,3.44E-02
27415,9.69E-01
27416,1.57E-01
27417,9.89E-01
27418,7.74E-01
27419,9.45E-01
27420,9.96E-01
27421,9.80E-01
27422,9.89E-01
27423,4.01E-02
27424,9.87E-01
27425,9.88E-01
27426,8.00E-03
27427,1.59E-02
27428,3.13E-01
27429,9.98E-01
27430,9.98E-01
27431,4.21E-02
27432,1.26E-01
27433,9.97E-01
27434,3.67E-01
27435,7.33E-01
27436,8.76E-01
27437,9.82E-01
27438,2.47E-01
27439,3.89E-01
27440,9.90E-01
27441,9.98E-01
27442,8.87E-01
27443,9.96E-01
27444,9.98E-01
27445,5.79E-03
27446,9.56E-01
27447,9.98E-01
27448,9.99E-01
27449,7.75E-01
27450,9.99E-01
27451,3.75E-02
27452,7.52E-03
27453,9.99E-01
27454,2.54E-01
27455,9.98E-01
27456,9.99E-01
27457,8.82E-01
27458,9.92E-01
27459,7.69E-01
27460,9.94E-01
27461,8.42E-01
27462,2.55E-01
27463,7.38E-01
27464,8.69E-03
27465,9.96E-01
27466,9.76E-01
27467,3.06E-02
27468,4.76E-02
27469,9.98E-01
27470,9.95E-01
27471,8.10E-02
27472,9.84E-01
27473,9.95E-01
27474,9.99E-01
27475,9.32E-01
27476,9.97E-01
27477,9.86E-01
27478,9.44E-01
27479,9.94E-01
27480,9.11E-01
27481,9.36E-01
27482,9.71E-01
27483,9.93E-01
27484,3.20E-02
27485,9.90E-01
27486,9.93E-01
27487,9.96E-01
27488,9.95E-01
27489,9.84E-01
27490,5.73E-02
27491,9.96E-01
27492,1.03E-03
27493,9.91E-01
27494,2.63E-01
27495,6.14E-03
27496,2.01E-01
27497,9.99E-01
27498,9.91E-01
27499,5.09E-01
27500,9.99E-01
27501,9.99E-01
27502,9.90E-01
27503,2.82E-01
27504,9.98E-01
27505,9.99E-01
27506,9.89E-01
27507,9.96E-01
27508,9.66E-01
27509,1.57E-02
27510,8.75E-01
27511,9.93E-01
27512,7.43E-03
27513,9.54E-01
27514,9.72E-01
27515,2.59E-02
27516,9.98E-01
27517,4.24E-01
27518,8.15E-01
27519,9.94E-01
27520,9.80E-01
27521,9.73E-01
27522,8.42E-01
27523,4.05E-02
27524,2.86E-03
27525,1.73E-01
27526,3.11E-03
27527,2.92E-02
27528,3.56E-03
27529,9.47E-01
27530,9.94E-01
27531,6.64E-03
27532,1.31E-02
27533,6.98E-03
27534,4.58E-03
27535,6.23E-02
27536,9.98E-01
27537,9.46E-01
27538,2.90E-03
27539,7.24E-03
27540,1.87E-02
27541,9.96E-01
27542,9.91E-01
27543,3.62E-01
27544,1.08E-03
27545,1.36E-02
27546,1.94E-02
27547,1.91E-03
27548,1.11E-03
27549,9.82E-01
27550,1.26E-01
27551,1.73E-01
27552,1.76E-03
27553,1.54E-02
27554,2.74E-02
27555,7.22E-02
27556,9.58E-01
27557,9.71E-04
27558,5.27E-03
27559,6.34E-04
27560,4.54E-03
27561,1.15E-02
27562,5.74E-03
27563,2.23E-03
27564,6.89E-01
27565,2.43E-03
27566,3.70E-03
27567,3.92E-03
27568,5.57E-02
27569,3.66E-02
27570,1.18E-03
27571,6.56E-02
27572,7.99E-03
27573,2.14E-02
27574,1.11E-02
27575,2.35E-03
27576,2.88E-02
27577,1.72E-01
27578,2.44E-02
27579,2.80E-03
27580,3.71E-02
27581,5.86E-03
27582,6.42E-03
27583,2.44E-03
27584,6.78E-03
27585,2.00E-02
27586,5.20E-03
27587,1.24E-02
27588,4.01E-03
27589,7.71E-04
27590,1.12E-01
27591,8.55E-02
27592,8.92E-01
27593,6.37E-04
27594,7.42E-03
27595,4.97E-01
27596,2.19E-02
27597,1.79E-02
27598,4.54E-01
27599,3.23E-02
27600,1.64E-03
27601,2.27E-01
27602,3.62E-02
27603,1.88E-03
27604,1.38E-02
27605,1.31E-03
27606,9.51E-02
27607,1.07E-02
27608,8.98E-01
27609,1.16E-02
27610,9.48E-03
27611,1.55E-03
27612,3.43E-03
27613,5.60E-01
27614,1.25E-02
27615,3.24E-01
27616,3.25E-03
27617,3.78E-03
27618,2.20E-02
27619,3.50E-02
27620,1.88E-03
27621,1.10E-02
27622,2.38E-02
27623,9.37E-03
27624,4.34E-03
27625,4.90E-03
27626,9.32E-02
27627,2.18E-02
27628,1.10E-03
27629,2.00E-03
27630,3.71E-04
27631,1.10E-03
27632,7.38E-02
27633,1.29E-02
27634,1.61E-03
27635,3.63E-01
27636,8.64E-04
27637,1.04E-02
27638,2.11E-03
27639,2.02E-03
27640,2.14E-01
27641,1.39E-02
27642,7.21E-03
27643,7.71E-03
27644,1.63E-02
27645,2.06E-02
27646,1.22E-02
27647,4.13E-03
27648,5.13E-02
27649,1.51E-02
27650,1.20E-02
27651,1.25E-02
27652,1.50E-02
27653,1.21E-03
27654,1.55E-02
27655,2.96E-03
27656,9.60E-03
27657,8.86E-01
27658,9.65E-03
27659,2.49E-02
27660,1.80E-02
27661,1.58E-03
27662,1.99E-03
27663,8.67E-03
27664,1.85E-03
27665,6.22E-03
27666,5.90E-03
27667,2.57E-02
27668,2.51E-03
27669,3.13E-03
27670,9.49E-01
27671,6.80E-03
27672,1.44E-02
27673,5.87E-02
27674,2.62E-02
27675,8.82E-02
27676,1.96E-03
27677,1.82E-02
27678,3.77E-03
27679,2.06E-03
27680,1.94E-03
27681,3.76E-03
27682,3.21E-03
27683,1.43E-03
27684,2.06E-03
27685,2.24E-02
27686,5.04E-03
27687,5.64E-03
27688,6.18E-04
27689,3.64E-02
27690,6.32E-02
27691,2.83E-03
27692,3.15E-03
27693,9.20E-02
27694,3.88E-03
27695,7.79E-01
27696,1.04E-02
27697,4.07E-03
27698,4.71E-03
27699,2.61E-03
27700,7.60E-02
27701,5.80E-03
27702,6.83E-02
27703,1.31E-03
27704,2.94E-02
27705,1.07E-02
27706,2.89E-03
27707,9.70E-03
27708,5.07E-01
27709,2.87E-03
27710,3.14E-01
27711,2.03E-02
27712,7.70E-03
27713,2.24E-02
27714,1.99E-01
27715,1.27E-02
27716,3.40E-01
27717,6.02E-02
27718,4.48E-01
27719,6.03E-03
27720,4.73E-01
27721,2.60E-03
27722,1.34E-02
27723,1.01E-02
27724,3.82E-01
27725,1.20E-02
27726,2.75E-02
27727,4.47E-03
27728,1.18E-01
27729,5.27E-03
27730,3.14E-03
27731,6.17E-03
27732,2.19E-03
27733,1.04E-03
27734,6.07E-03
27735,9.86E-03
27736,1.47E-02
27737,1.59E-02
27738,3.72E-03
27739,2.33E-01
27740,4.07E-01
27741,1.16E-02
27742,1.56E-01
27743,7.55E-03
27744,1.88E-03
27745,3.33E-03
27746,1.45E-02
27747,2.57E-02
27748,2.34E-02
27749,1.13E-03
27750,4.76E-03
27751,1.92E-03
27752,1.55E-02
27753,5.46E-03
27754,2.65E-01
27755,2.03E-02
27756,2.44E-02
27757,1.57E-02
27758,7.60E-04
27759,3.17E-03
27760,2.01E-03
27761,1.12E-02
27762,3.26E-03
27763,5.84E-03
27764,8.36E-04
27765,1.20E-03
27766,9.62E-04
27767,3.94E-01
27768,2.53E-03
27769,8.61E-03
27770,3.45E-02
27771,7.32E-02
27772,3.51E-03
27773,1.23E-02
27774,1.89E-03
27775,2.08E-02
27776,4.68E-02
27777,2.66E-02
27778,2.40E-03
27779,4.51E-03
27780,3.59E-03
27781,3.19E-01
27782,2.76E-03
27783,9.64E-03
27784,3.41E-02
27785,2.66E-01
27786,2.82E-03
27787,5.43E-03
27788,2.71E-01
27789,2.32E-03
27790,2.93E-03
27791,9.53E-04
27792,3.97E-03
27793,2.52E-03
27794,3.92E-03
27795,2.45E-01
27796,2.60E-03
27797,1.66E-03
27798,2.06E-02
27799,9.47E-03
27800,2.11E-02
27801,2.88E-01
27802,7.88E-04
27803,2.92E-02
27804,7.85E-01
27805,8.10E-03
27806,4.52E-03
27807,9.00E-01
27808,1.74E-03
27809,1.67E-02
27810,2.69E-03
27811,1.89E-03
27812,8.93E-01
27813,9.21E-01
27814,2.85E-03
27815,9.97E-01
27816,5.10E-03
27817,9.99E-01
27818,2.10E-02
27819,4.16E-02
27820,3.74E-03
27821,2.83E-02
27822,5.84E-01
27823,7.18E-01
27824,1.14E-02
27825,4.38E-03
27826,7.05E-04
27827,3.11E-03
27828,9.99E-01
27829,1.59E-02
27830,6.35E-04
27831,9.63E-01
27832,8.16E-01
27833,1.13E-03
27834,9.96E-01
27835,7.25E-03
27836,6.07E-03
27837,9.97E-01
27838,9.98E-01
27839,5.43E-03
27840,4.86E-03
27841,3.27E-01
27842,8.25E-01
27843,5.66E-01
27844,4.95E-02
27845,8.03E-01
27846,9.32E-03
27847,9.31E-01
27848,9.12E-01
27849,6.40E-03
27850,3.34E-02
27851,1.34E-01
27852,5.80E-03
27853,9.97E-01
27854,9.86E-01
27855,9.99E-01
27856,9.99E-01
27857,2.14E-03
27858,8.94E-01
27859,9.59E-01
27860,9.82E-01
27861,5.96E-03
27862,4.70E-01
27863,9.55E-01
27864,1.80E-02
27865,9.88E-01
27866,9.69E-01
27867,9.98E-01
27868,9.98E-01
27869,6.30E-03
27870,6.90E-02
27871,5.33E-01
27872,9.99E-01
27873,2.51E-01
27874,9.98E-01
27875,1.73E-03
27876,5.32E-01
27877,8.63E-02
27878,4.48E-02
27879,3.75E-01
27880,3.25E-01
27881,9.62E-01
27882,9.99E-01
27883,1.25E-02
27884,9.80E-01
27885,9.97E-01
27886,7.99E-01
27887,4.86E-03
27888,1.52E-01
27889,9.99E-01
27890,8.98E-03
27891,8.39E-02
27892,9.78E-01
27893,9.33E-01
27894,7.93E-02
27895,1.29E-03
27896,3.60E-01
27897,2.30E-02
27898,9.90E-01
27899,9.19E-01
27900,1.16E-01
27901,9.98E-01
27902,3.81E-01
27903,9.93E-01
27904,8.87E-01
27905,9.95E-01
27906,8.90E-03
27907,9.99E-01
27908,9.98E-01
27909,1.72E-03
27910,3.50E-02
27911,8.04E-03
27912,1.68E-02
27913,6.74E-01
27914,9.96E-01
27915,6.84E-01
27916,4.15E-01
27917,9.99E-01
27918,6.11E-01
27919,9.96E-01
27920,9.65E-01
27921,7.57E-01
27922,9.87E-01
27923,9.99E-01
27924,8.30E-01
27925,9.96E-01
27926,5.99E-03
27927,4.33E-02
27928,2.26E-02
27929,9.33E-01
27930,9.99E-01
27931,3.18E-01
27932,9.56E-01
27933,9.97E-01
27934,9.98E-01
27935,9.97E-01
27936,9.97E-01
27937,3.26E-02
27938,4.01E-03
27939,9.91E-01
27940,9.99E-01
27941,9.99E-01
27942,9.89E-01
27943,6.84E-04
27944,3.99E-01
27945,9.98E-01
27946,8.47E-01
27947,8.89E-01
27948,8.30E-03
27949,1.12E-03
27950,4.90E-01
27951,9.99E-01
27952,9.61E-01
27953,6.85E-01
27954,9.86E-01
27955,8.25E-01
27956,9.93E-01
27957,8.17E-02
27958,8.97E-01
27959,9.97E-01
27960,9.84E-01
27961,9.47E-01
27962,2.11E-03
27963,9.97E-01
27964,9.69E-01
27965,3.73E-03
27966,7.38E-01
27967,9.31E-01
27968,9.91E-01
27969,6.26E-02
27970,5.10E-03
27971,9.20E-01
27972,9.97E-01
27973,1.20E-01
27974,5.16E-02
27975,4.34E-01
27976,8.71E-01
27977,9.83E-01
27978,9.97E-01
27979,9.93E-01
27980,9.67E-01
27981,9.82E-01
27982,9.84E-01
27983,9.96E-01
27984,8.51E-03
27985,8.44E-01
27986,7.00E-01
27987,4.99E-01
27988,9.93E-01
27989,9.95E-01
27990,9.83E-01
27991,9.97E-01
27992,9.90E-01
27993,4.06E-01
27994,6.37E-03
27995,9.90E-01
27996,9.93E-01
27997,9.67E-01
27998,8.49E-01
27999,8.48E-01
28000,7.94E-03
28001,9.99E-01
28002,5.88E-01
28003,4.01E-02
28004,6.59E-01
28005,9.40E-01
28006,9.96E-01
28007,9.84E-01
28008,9.74E-01
28009,9.74E-01
28010,9.91E-01
28011,9.98E-01
28012,9.99E-01
28013,1.89E-03
28014,9.98E-01
28015,9.98E-01
28016,7.60E-01
28017,2.79E-01
28018,8.21E-02
28019,1.58E-02
28020,9.84E-01
28021,9.73E-01
28022,1.31E-02
28023,9.67E-01
28024,9.98E-01
28025,9.48E-02
28026,2.38E-01
28027,9.48E-01
28028,7.55E-01
28029,9.44E-01
28030,9.77E-01
28031,2.10E-01
28032,4.45E-01
28033,9.99E-01
28034,2.72E-02
28035,5.16E-03
28036,9.97E-01
28037,9.86E-01
28038,9.72E-01
28039,9.99E-01
28040,5.63E-03
28041,9.83E-01
28042,9.98E-01
28043,1.06E-02
28044,4.68E-01
28045,9.97E-01
28046,2.23E-01
28047,3.31E-01
28048,7.50E-01
28049,2.71E-01
28050,1.84E-02
28051,3.10E-01
28052,9.98E-01
28053,9.46E-01
28054,9.96E-01
28055,9.99E-01
28056,9.77E-01
28057,9.94E-01
28058,9.99E-01
28059,9.98E-01
28060,9.72E-01
28061,7.88E-01
28062,9.96E-01
28063,6.82E-01
28064,9.80E-01
28065,7.69E-01
28066,9.39E-01
28067,1.37E-01
28068,2.96E-01
28069,9.29E-01
28070,3.26E-01
28071,9.50E-01
28072,9.96E-01
28073,9.99E-01
28074,9.88E-01
28075,2.58E-01
28076,9.99E-01
28077,2.45E-01
28078,9.06E-01
28079,9.97E-01
28080,7.40E-01
28081,9.88E-01
28082,9.95E-01
28083,3.99E-02
28084,9.90E-01
28085,9.96E-01
28086,6.41E-01
28087,5.85E-01
28088,7.16E-01
28089,9.98E-01
28090,9.98E-01
28091,9.98E-01
28092,9.99E-01
28093,9.65E-01
28094,9.99E-01
28095,9.75E-01
28096,9.28E-01
28097,8.27E-01
28098,9.99E-01
28099,2.41E-02
28100,4.36E-01
28101,4.43E-01
28102,9.67E-01
28103,1.61E-03
28104,9.73E-01
28105,9.99E-01
28106,2.31E-03
28107,1.99E-01
28108,9.25E-01
28109,4.56E-02
28110,9.94E-01
28111,9.99E-01
